date,page_views,unique_visitors,average_session_duration,bounce_rate
2020-04-28,18689,33067,00:03:22,0.32
2020-04-29,49873,14204,00:05:56,0.41
2020-04-30,40587,34884,00:03:13,0.53
2020-05-01,25464,13569,00:05:51,0.58
2020-05-02,35294,10761,00:06:24,0.39
2020-05-03,20030,12261,00:03:33,0.45
2020-05-04,28043,30603,00:03:10,0.54
2020-05-05,22580,17296,00:07:10,0.46
2020-05-06,33959,20805,00:05:45,0.52
2020-05-07,44037,16447,00:03:12,0.45
2020-05-08,43705,37755,00:06:15,0.59
2020-05-09,46831,12495,00:03:14,0.66
2020-05-10,26032,28187,00:03:18,0.6
2020-05-11,21160,20430,00:07:35,0.54
2020-05-12,31348,18840,00:07:20,0.54
2020-05-13,22485,34151,00:04:30,0.65
2020-05-14,12118,8947,00:05:26,0.57
2020-05-15,37992,32866,00:05:27,0.4
2020-05-16,21862,14552,00:06:32,0.53
2020-05-17,26156,37266,00:05:30,0.42
2020-05-18,45322,29930,00:03:21,0.32
2020-05-19,28234,29702,00:07:17,0.68
2020-05-20,31455,17593,00:04:35,0.35
2020-05-21,35303,26035,00:05:31,0.31
2020-05-22,46509,37594,00:06:32,0.43
2020-05-23,39908,29573,00:06:29,0.67
2020-05-24,16926,27914,00:07:17,0.51
2020-05-25,12993,38272,00:05:50,0.54
2020-05-26,22157,28873,00:04:40,0.3
2020-05-27,19963,12634,00:03:12,0.59
2020-05-28,34335,30121,00:07:55,0.51
2020-05-29,27295,28368,00:06:38,0.45
2020-05-30,25994,23002,00:03:11,0.5
2020-05-31,43187,31585,00:05:56,0.54
2020-06-01,48832,22096,00:04:10,0.43
2020-06-02,28232,24750,00:06:54,0.53
2020-06-03,25538,13714,00:05:17,0.43
2020-06-04,24825,30498,00:06:16,0.67
2020-06-05,38830,38798,00:03:57,0.61
2020-06-06,34180,38675,00:04:21,0.62
2020-06-07,22162,39829,00:04:32,0.63
2020-06-08,36782,23992,00:06:27,0.35
2020-06-09,11810,8386,00:04:42,0.58
2020-06-10,36180,23522,00:03:16,0.58
2020-06-11,26722,38651,00:07:58,0.34
2020-06-12,11065,24640,00:05:27,0.66
2020-06-13,48238,20458,00:03:35,0.62
2020-06-14,35477,11665,00:06:18,0.34
2020-06-15,44995,18865,00:06:15,0.31
2020-06-16,30825,32195,00:03:34,0.39
2020-06-17,16645,11023,00:03:49,0.46
2020-06-18,10824,10221,00:05:49,0.6
2020-06-19,31127,20300,00:05:11,0.58
2020-06-20,41923,15133,00:06:35,0.46
2020-06-21,30064,31331,00:07:32,0.49
2020-06-22,41084,20098,00:04:58,0.67
2020-06-23,47369,22823,00:03:34,0.41
2020-06-24,42707,13425,00:03:46,0.42
2020-06-25,35725,9171,00:06:18,0.64
2020-06-26,38498,13277,00:07:39,0.6
2020-06-27,49071,22725,00:07:16,0.43
2020-06-28,41220,34494,00:06:47,0.32
2020-06-29,41811,16483,00:05:28,0.38
2020-06-30,31876,8385,00:03:56,0.53
2020-07-01,35090,31719,00:04:43,0.64
2020-07-02,46656,35499,00:03:26,0.47
2020-07-03,40190,25828,00:03:23,0.65
2020-07-04,42906,17356,00:04:37,0.59
2020-07-05,25359,30360,00:06:24,0.5
2020-07-06,19418,21765,00:03:50,0.34
2020-07-07,33393,32393,00:07:44,0.67
2020-07-08,40009,29693,00:05:25,0.31
2020-07-09,36097,32026,00:04:20,0.43
2020-07-10,13760,34097,00:06:28,0.47
2020-07-11,17666,22783,00:07:34,0.45
2020-07-12,44048,33338,00:05:17,0.67
2020-07-13,10576,23451,00:06:26,0.59
2020-07-14,30621,15487,00:05:19,0.57
2020-07-15,28352,9906,00:04:32,0.41
2020-07-16,35037,34768,00:07:43,0.63
2020-07-17,10725,19073,00:05:12,0.33
2020-07-18,43151,20008,00:07:34,0.48
2020-07-19,25247,30295,00:04:40,0.68
2020-07-20,48705,39704,00:04:39,0.33
2020-07-21,31560,23520,00:05:57,0.53
2020-07-22,16635,35940,00:07:37,0.34
2020-07-23,19297,10886,00:07:30,0.53
2020-07-24,25394,32283,00:04:10,0.38
2020-07-25,17880,17940,00:07:34,0.52
2020-07-26,40819,22159,00:05:21,0.46
2020-07-27,32001,29695,00:03:45,0.59
2020-07-28,27727,19991,00:06:40,0.44
2020-07-29,43881,10151,00:06:48,0.55
2020-07-30,26732,21535,00:06:47,0.67
2020-07-31,24432,26402,00:06:57,0.42
2020-08-01,32664,28651,00:04:24,0.36
2020-08-02,28550,32013,00:07:45,0.31
2020-08-03,39154,36981,00:05:17,0.5
2020-08-04,22750,23057,00:07:26,0.38
2020-08-05,47318,14271,00:04:47,0.46
2020-08-06,43194,15791,00:03:50,0.69
2020-08-07,12660,31428,00:04:59,0.39
2020-08-08,49741,19214,00:04:13,0.69
2020-08-09,34639,8185,00:05:59,0.59
2020-08-10,26431,18988,00:06:39,0.54
2020-08-11,10936,22914,00:06:40,0.56
2020-08-12,20083,32391,00:07:16,0.4
2020-08-13,24664,15794,00:04:14,0.54
2020-08-14,12225,22620,00:05:43,0.39
2020-08-15,35650,31900,00:07:37,0.38
2020-08-16,42992,27764,00:07:56,0.44
2020-08-17,32023,36093,00:04:50,0.55
2020-08-18,11345,20317,00:05:25,0.52
2020-08-19,39759,16069,00:03:11,0.41
2020-08-20,45710,15890,00:07:13,0.6
2020-08-21,19359,31441,00:04:38,0.6
2020-08-22,32428,30857,00:04:14,0.5
2020-08-23,20109,11915,00:06:52,0.35
2020-08-24,23489,8191,00:07:54,0.55
2020-08-25,24784,26880,00:05:58,0.3
2020-08-26,18204,27493,00:03:46,0.44
2020-08-27,14562,36825,00:03:36,0.53
2020-08-28,22430,14628,00:04:46,0.44
2020-08-29,35138,10433,00:04:27,0.7
2020-08-30,16079,25618,00:03:35,0.61
2020-08-31,17595,10191,00:06:14,0.43
2020-09-01,25842,36760,00:07:52,0.44
2020-09-02,49620,32340,00:06:51,0.41
2020-09-03,19243,39949,00:07:38,0.33
2020-09-04,14036,17309,00:03:17,0.56
2020-09-05,11897,14311,00:03:26,0.55
2020-09-06,35767,13261,00:06:18,0.57
2020-09-07,30830,9116,00:05:53,0.33
2020-09-08,12544,33778,00:05:56,0.61
2020-09-09,27719,26914,00:06:35,0.49
2020-09-10,46245,36986,00:05:38,0.34
2020-09-11,34199,17676,00:03:53,0.58
2020-09-12,39128,28828,00:07:52,0.64
2020-09-13,16110,29824,00:03:38,0.41
2020-09-14,41717,9485,00:05:49,0.51
2020-09-15,30780,34571,00:06:10,0.66
2020-09-16,23082,19454,00:07:39,0.67
2020-09-17,31933,13096,00:04:45,0.4
2020-09-18,36696,9708,00:06:36,0.43
2020-09-19,28508,15875,00:04:44,0.52
2020-09-20,45029,18260,00:04:56,0.49
2020-09-21,47127,29293,00:07:24,0.36
2020-09-22,18974,11785,00:03:46,0.4
2020-09-23,21598,39359,00:04:39,0.64
2020-09-24,48709,21507,00:04:22,0.45
2020-09-25,23667,14642,00:06:42,0.46
2020-09-26,42676,17416,00:06:26,0.67
2020-09-27,19648,9530,00:07:27,0.53
2020-09-28,15988,31876,00:05:57,0.43
2020-09-29,12081,22285,00:06:38,0.46
2020-09-30,49484,8252,00:06:10,0.54
2020-10-01,11441,26198,00:06:17,0.53
2020-10-02,34606,27954,00:05:41,0.33
2020-10-03,35251,15685,00:06:46,0.65
2020-10-04,42639,23262,00:06:23,0.57
2020-10-05,16014,33152,00:03:20,0.56
2020-10-06,19663,22132,00:06:11,0.36
2020-10-07,24089,37725,00:03:28,0.61
2020-10-08,20177,23987,00:07:21,0.69
2020-10-09,13347,24888,00:06:46,0.6
2020-10-10,13324,18488,00:07:20,0.37
2020-10-11,38939,30477,00:07:13,0.65
2020-10-12,32466,34160,00:07:42,0.42
2020-10-13,46983,11401,00:06:49,0.5
2020-10-14,31211,20063,00:04:30,0.55
2020-10-15,26877,34721,00:05:53,0.34
2020-10-16,44607,31530,00:03:14,0.43
2020-10-17,48183,32354,00:03:34,0.38
2020-10-18,47644,11406,00:03:57,0.53
2020-10-19,37008,34277,00:06:51,0.32
2020-10-20,26729,12967,00:07:50,0.35
2020-10-21,40037,33341,00:04:31,0.38
2020-10-22,38957,25182,00:03:27,0.54
2020-10-23,10131,38332,00:05:20,0.63
2020-10-24,28690,15386,00:07:43,0.4
2020-10-25,31339,12616,00:04:14,0.4
2020-10-26,20533,17766,00:03:35,0.54
2020-10-27,10371,30113,00:04:26,0.5
2020-10-28,14641,38393,00:04:40,0.52
2020-10-29,12725,17193,00:07:53,0.32
2020-10-30,47777,34112,00:05:32,0.67
2020-10-31,47190,20670,00:07:53,0.41
2020-11-01,31615,38863,00:05:51,0.35
2020-11-02,48581,38211,00:03:26,0.41
2020-11-03,23434,33221,00:04:33,0.36
2020-11-04,33852,36322,00:04:21,0.51
2020-11-05,47185,21962,00:05:51,0.36
2020-11-06,19788,16008,00:03:22,0.32
2020-11-07,15844,21092,00:07:47,0.48
2020-11-08,32443,34351,00:07:44,0.67
2020-11-09,41466,23503,00:05:34,0.38
2020-11-10,10332,24926,00:07:18,0.64
2020-11-11,37617,12235,00:04:26,0.36
2020-11-12,11612,25650,00:06:32,0.36
2020-11-13,24197,26830,00:07:26,0.38
2020-11-14,16790,22932,00:06:18,0.36
2020-11-15,32338,10693,00:07:34,0.5
2020-11-16,10721,36049,00:05:49,0.37
2020-11-17,10980,31747,00:07:43,0.4
2020-11-18,33634,30020,00:04:21,0.59
2020-11-19,29599,32253,00:06:38,0.51
2020-11-20,13403,29160,00:04:16,0.46
2020-11-21,34898,14172,00:07:19,0.39
2020-11-22,36388,16206,00:03:53,0.38
2020-11-23,36429,12560,00:06:23,0.43
2020-11-24,27577,27814,00:07:52,0.65
2020-11-25,29631,18850,00:04:39,0.63
2020-11-26,43077,15966,00:06:45,0.48
2020-11-27,33325,14724,00:04:45,0.39
2020-11-28,17580,13762,00:03:14,0.68
2020-11-29,11936,12387,00:03:59,0.31
2020-11-30,36537,38800,00:04:53,0.4
2020-12-01,35082,16856,00:06:24,0.4
2020-12-02,24067,31054,00:07:11,0.52
2020-12-03,47253,24291,00:07:31,0.6
2020-12-04,13801,28856,00:07:13,0.6
2020-12-05,23194,26451,00:06:28,0.47
2020-12-06,22622,16473,00:04:55,0.44
2020-12-07,14249,8855,00:04:28,0.51
2020-12-08,20761,12103,00:05:36,0.59
2020-12-09,38293,39070,00:07:55,0.57
2020-12-10,46660,32772,00:03:19,0.43
2020-12-11,13327,20654,00:06:37,0.54
2020-12-12,18415,23590,00:03:34,0.6
2020-12-13,48547,36400,00:06:58,0.43
2020-12-14,23753,31811,00:03:29,0.33
2020-12-15,17446,18281,00:03:43,0.61
2020-12-16,14737,30848,00:06:40,0.56
2020-12-17,18779,38006,00:05:35,0.45
2020-12-18,31795,20156,00:04:47,0.38
2020-12-19,40653,16796,00:07:58,0.67
2020-12-20,19910,12616,00:06:14,0.6
2020-12-21,40654,38792,00:04:14,0.66
2020-12-22,16983,32312,00:05:13,0.46
2020-12-23,24243,29518,00:07:30,0.65
2020-12-24,20454,29589,00:06:57,0.33
2020-12-25,24048,28781,00:05:10,0.48
2020-12-26,34670,37581,00:06:21,0.36
2020-12-27,33973,10398,00:07:16,0.35
2020-12-28,42899,29474,00:03:20,0.61
2020-12-29,14275,12064,00:05:56,0.47
2020-12-30,28907,15306,00:05:40,0.53
2027-12-31,28520,31482,00:06:57,0.63
2022-01-01,32355,26564,00:03:23,0.54
2022-01-02,29122,22960,00:04:10,0.39
2022-01-03,19698,23784,00:06:45,0.48
2022-01-04,29380,32438,00:06:13,0.54
2022-01-05,26686,17926,00:07:31,0.64
2022-01-06,26660,31861,00:07:34,0.43
2022-01-07,35966,36153,00:06:32,0.37
2022-01-08,27484,32018,00:03:29,0.57
2022-01-09,17317,29948,00:07:29,0.66
2022-01-10,15902,31556,00:06:29,0.55
2022-01-11,42619,37713,00:03:15,0.4
2022-01-12,20336,30805,00:04:44,0.68
2022-01-13,39074,16743,00:07:46,0.45
2022-01-14,47180,14735,00:07:28,0.41
2022-01-15,24539,35942,00:06:31,0.64
2022-01-16,44300,35556,00:05:14,0.54
2022-01-17,23552,14440,00:06:48,0.58
2022-01-18,42460,23408,00:03:20,0.5
2022-01-19,32281,9227,00:05:32,0.54
2022-01-20,45022,10418,00:05:50,0.59
2022-01-21,42017,22203,00:05:27,0.34
2022-01-22,47282,31270,00:04:53,0.45
2022-01-23,24018,24230,00:05:15,0.61
2022-01-24,41658,8040,00:05:29,0.51
2022-01-25,34566,32956,00:06:44,0.48
2022-01-26,38805,16543,00:05:31,0.66
2022-01-27,36700,29544,00:07:50,0.47
2022-01-28,37971,35818,00:06:16,0.59
2022-01-29,40510,15573,00:05:15,0.64
2022-01-30,14904,16133,00:03:58,0.3
2022-01-31,34588,37205,00:03:36,0.46
2022-02-01,48406,30403,00:03:15,0.56
2022-02-02,11598,30812,00:06:36,0.65
2022-02-03,35024,18170,00:07:33,0.38
2022-02-04,29473,14546,00:06:27,0.46
2022-02-05,41203,32865,00:05:57,0.46
2022-02-06,15885,27150,00:07:49,0.47
2022-02-07,48200,35957,00:06:43,0.54
2022-02-08,35042,29997,00:03:27,0.42
2022-02-09,18044,37211,00:06:50,0.38
2022-02-10,10593,24944,00:03:16,0.6
2022-02-11,11671,23328,00:03:46,0.7
2022-02-12,11870,36486,00:06:16,0.51
2022-02-13,33598,28848,00:04:39,0.4
2022-02-14,39074,12731,00:05:57,0.59
2022-02-15,46649,15462,00:07:15,0.45
2022-02-16,48296,13262,00:06:27,0.4
2022-02-17,28744,38399,00:05:27,0.35
2022-02-18,13129,34686,00:04:16,0.65
2022-02-19,18287,13060,00:05:23,0.66
2022-02-20,43536,37374,00:07:48,0.31
2022-02-21,33077,37101,00:06:58,0.39
2022-02-22,18875,34193,00:06:12,0.54
2022-02-23,34045,22680,00:06:25,0.67
2022-02-24,16214,24152,00:04:31,0.58
2022-02-25,20824,22592,00:04:23,0.38
2022-02-26,25973,25815,00:05:27,0.52
2022-02-27,37038,9330,00:07:21,0.31
2022-02-28,29318,31459,00:03:41,0.56
2031-02-01,43057,12709,00:06:23,0.46
2022-03-01,38806,28018,00:06:42,0.36
2022-03-02,18688,32997,00:04:18,0.34
2022-03-03,39007,37966,00:05:46,0.53
2022-03-04,44453,10289,00:03:35,0.42
2022-03-05,28293,14438,00:06:24,0.44
2022-03-06,31193,28005,00:05:43,0.54
2022-03-07,42854,35566,00:04:51,0.7
2022-03-08,14498,10379,00:04:32,0.54
2022-03-09,40963,9914,00:07:27,0.52
2022-03-10,21434,22707,00:04:13,0.55
2022-03-11,24390,12385,00:03:50,0.33
2022-03-12,21658,25771,00:06:28,0.37
2022-03-13,30090,39576,00:05:10,0.46
2022-03-14,13239,16870,00:06:41,0.48
2022-03-15,29391,19051,00:04:56,0.36
2022-03-16,29834,10762,00:06:12,0.45
2022-03-17,28295,13474,00:04:33,0.51
2022-03-18,11322,23807,00:06:41,0.51
2022-03-19,16449,23488,00:03:52,0.58
2022-03-20,31154,11237,00:06:56,0.34
2022-03-21,25587,24905,00:07:49,0.52
2022-03-22,42436,30305,00:03:42,0.55
2022-03-23,21475,23724,00:03:49,0.46
2022-03-24,21439,29217,00:06:55,0.35
2022-03-25,20276,39611,00:04:41,0.46
2022-03-26,31838,11577,00:06:18,0.58
2022-03-27,22066,26444,00:04:54,0.33
2022-03-28,25034,36416,00:06:43,0.39
2022-03-29,18522,16723,00:06:34,0.48
2022-03-30,48238,35349,00:05:11,0.55
2022-03-31,45126,31685,00:04:41,0.31
2022-04-01,29644,31625,00:06:15,0.52
2022-04-02,29706,38225,00:05:17,0.42
2022-04-03,15268,27955,00:03:54,0.33
2022-04-04,49169,18077,00:06:59,0.68
2022-04-05,22745,37132,00:07:53,0.58
2022-04-06,14724,10654,00:07:20,0.48
2022-04-07,40560,18614,00:05:38,0.66
2022-04-08,26508,29388,00:04:55,0.34
2022-04-09,32310,29267,00:04:59,0.54
2022-04-10,48414,19070,00:05:57,0.56
2022-04-11,18386,21834,00:03:51,0.69
2022-04-12,35449,25794,00:03:56,0.68
2022-04-13,14341,22639,00:07:25,0.67
2022-04-14,12038,9939,00:06:10,0.63
2022-04-15,17301,34073,00:04:49,0.53
2022-04-16,43717,34699,00:05:34,0.65
2022-04-17,19603,29606,00:05:24,0.4
2022-04-18,30592,37452,00:03:30,0.64
2022-04-19,46264,9810,00:04:52,0.52
2022-04-20,15974,21409,00:03:53,0.53
2022-04-21,18791,26800,00:04:44,0.43
2022-04-22,19139,36399,00:06:14,0.38
2022-04-23,36204,34213,00:05:27,0.37
2022-04-24,43947,22286,00:07:20,0.36
2022-04-25,24267,33640,00:06:42,0.67
2022-04-26,45846,27874,00:04:14,0.37
2022-04-27,15950,22064,00:04:51,0.59
2022-04-28,21725,33376,00:06:45,0.64
2022-04-29,32719,34038,00:04:17,0.66
2022-04-30,48598,29693,00:06:57,0.54
2022-05-01,45162,27934,00:06:45,0.35
2022-05-02,35258,17554,00:06:26,0.4
2022-05-03,25321,9677,00:04:24,0.59
2022-05-04,29300,38030,00:03:48,0.35
2022-05-05,26585,28606,00:03:37,0.52
2022-05-06,34033,31419,00:07:57,0.63
2022-05-07,36401,14679,00:07:49,0.35
2022-05-08,37793,17258,00:04:49,0.38
2022-05-09,24414,18247,00:03:39,0.64
2022-05-10,21156,33027,00:06:52,0.67
2022-05-11,29228,20259,00:04:36,0.6
2022-05-12,15315,23478,00:03:17,0.62
2022-05-13,22790,14720,00:07:12,0.4
2022-05-14,17506,27892,00:06:20,0.67
2022-05-15,48941,34852,00:07:52,0.48
2022-05-16,36841,14428,00:05:49,0.61
2022-05-17,32854,8145,00:06:15,0.38
2022-05-18,34567,30864,00:06:17,0.35
2022-05-19,38153,19418,00:03:10,0.67
2022-05-20,32454,22176,00:04:35,0.68
2022-05-21,29452,13220,00:03:13,0.58
2022-05-22,20489,35906,00:04:13,0.39
2022-05-23,17804,22907,00:04:22,0.67
2022-05-24,28728,19739,00:03:34,0.56
2022-05-25,40850,25705,00:05:43,0.65
2022-05-26,40915,33888,00:03:43,0.63
2022-05-27,16611,11575,00:04:58,0.31
2022-05-28,49513,17031,00:06:20,0.31
2022-05-29,22339,13244,00:06:59,0.64
2022-05-30,14282,25683,00:07:38,0.4
2022-05-31,44275,14569,00:07:43,0.31
2022-06-01,16604,23960,00:04:36,0.39
2022-06-02,44290,27888,00:06:44,0.47
2022-06-03,49367,19538,00:07:22,0.46
2022-06-04,33624,23161,00:07:45,0.44
2022-06-05,41950,11033,00:05:34,0.46
2022-06-06,10709,16904,00:05:48,0.63
2022-06-07,13671,14747,00:03:39,0.67
2022-06-08,28422,18579,00:05:59,0.33
2022-06-09,39735,9371,00:03:58,0.6
2022-06-10,16518,39428,00:06:49,0.6
2022-06-11,32484,24890,00:06:52,0.62
2022-06-12,21449,18797,00:03:29,0.39
2022-06-13,16338,24100,00:03:11,0.68
2022-06-14,13013,10191,00:07:55,0.48
2022-06-15,46122,28347,00:07:47,0.55
2022-06-16,19012,32569,00:04:35,0.62
2022-06-17,24899,37500,00:04:12,0.3
2022-06-18,22127,27961,00:06:26,0.46
2022-06-19,41304,16129,00:07:44,0.54
2022-06-20,38140,17759,00:04:50,0.33
2022-06-21,49367,28398,00:05:56,0.49
2022-06-22,25376,11021,00:07:38,0.31
2022-06-23,13428,8282,00:04:20,0.47
2022-06-24,38950,23886,00:06:44,0.53
2022-06-25,44959,29148,00:06:35,0.5
2022-06-26,31721,17797,00:04:49,0.42
2022-06-27,34549,22555,00:03:32,0.64
2022-06-28,39374,31023,00:04:58,0.56
2022-06-29,41172,12882,00:03:47,0.4
2022-06-30,20938,30558,00:07:59,0.67
2022-07-01,42910,39737,00:06:36,0.57
2022-07-02,33461,28959,00:05:37,0.46
2022-07-03,40431,24058,00:03:12,0.68
2022-07-04,39666,18191,00:04:19,0.43
2022-07-05,25847,17236,00:05:24,0.65
2022-07-06,47463,31726,00:06:16,0.37
2022-07-07,24174,19839,00:07:58,0.49
2022-07-08,27875,14942,00:06:33,0.34
2022-07-09,10895,22456,00:03:21,0.48
2022-07-10,11597,10630,00:07:18,0.65
2022-07-11,21195,21182,00:05:23,0.45
2022-07-12,46274,16068,00:04:40,0.4
2022-07-13,41852,15801,00:07:31,0.46
2022-07-14,19849,34302,00:05:28,0.67
2022-07-15,12636,11729,00:04:58,0.58
2022-07-16,10290,19864,00:03:45,0.61
2022-07-17,34948,32674,00:06:44,0.4
2022-07-18,19098,31445,00:05:12,0.46
2022-07-19,21964,9902,00:05:54,0.43
2022-07-20,29544,12746,00:05:53,0.36
2022-07-21,42535,18396,00:07:29,0.46
2022-07-22,20008,11246,00:07:49,0.47
2022-07-23,22601,20551,00:05:32,0.69
2022-07-24,33984,8987,00:05:11,0.48
2022-07-25,28662,16084,00:03:18,0.53
2022-07-26,47930,9048,00:04:36,0.6
2022-07-27,39994,11550,00:04:16,0.44
2022-07-28,34523,28357,00:04:53,0.68
2022-07-29,22716,36412,00:05:55,0.42
2022-07-30,38629,31366,00:06:47,0.48
2022-07-31,47267,24856,00:05:30,0.37
2022-08-01,45136,27127,00:07:27,0.69
2022-08-02,33466,38205,00:03:55,0.37
2022-08-03,13458,29671,00:05:34,0.54
2022-08-04,10729,28970,00:06:11,0.58
2022-08-05,33100,32039,00:07:30,0.39
2022-08-06,31262,12294,00:03:56,0.59
2022-08-07,48912,38954,00:06:58,0.48
2022-08-08,10233,33311,00:04:47,0.56
2022-08-09,19073,10617,00:03:39,0.52
2022-08-10,42926,38012,00:07:29,0.48
2022-08-11,11052,13650,00:07:26,0.49
2022-08-12,44574,14474,00:07:53,0.46
2022-08-13,17233,21850,00:03:18,0.32
2022-08-14,42079,10149,00:04:24,0.64
2022-08-15,37237,35846,00:06:27,0.41
2022-08-16,35596,38121,00:06:21,0.55
2022-08-17,11555,36642,00:05:36,0.42
2022-08-18,17173,36977,00:05:29,0.45
2022-08-19,40720,38090,00:06:48,0.38
2022-08-20,26201,13675,00:07:20,0.39
2022-08-21,31001,28268,00:03:51,0.44
2022-08-22,37487,16319,00:04:15,0.57
2022-08-23,25832,16814,00:05:29,0.57
2022-08-24,43242,38664,00:04:19,0.57
2022-08-25,10112,15277,00:03:51,0.68
2022-08-26,20550,29495,00:03:24,0.67
2022-08-27,49512,22354,00:07:51,0.37
2022-08-28,27724,19766,00:07:19,0.34
2022-08-29,12159,30255,00:06:34,0.53
2022-08-30,14010,17976,00:04:35,0.47
2022-08-31,26509,36745,00:07:19,0.53
2022-09-01,26437,24074,00:05:39,0.46
2022-09-02,30070,38278,00:06:32,0.67
2022-09-03,27723,31391,00:07:52,0.54
2022-09-04,27677,37234,00:05:34,0.35
2022-09-05,46374,37651,00:04:49,0.41
2022-09-06,17702,32978,00:03:43,0.35
2022-09-07,38709,8494,00:04:52,0.7
2022-09-08,30556,25173,00:06:26,0.69
2022-09-09,21550,25315,00:07:25,0.44
2022-09-10,41915,20278,00:06:38,0.68
2022-09-11,30530,35508,00:03:59,0.41
2022-09-12,13686,39540,00:04:18,0.67
2022-09-13,16170,16215,00:06:22,0.65
2022-09-14,31595,24506,00:06:36,0.69
2022-09-15,11231,31290,00:04:33,0.55
2022-09-16,38698,22024,00:03:47,0.61
2022-09-17,20720,33212,00:04:25,0.31
2022-09-18,47343,30719,00:04:25,0.68
2022-09-19,35966,18053,00:04:38,0.67
2022-09-20,37360,27251,00:07:23,0.37
2022-09-21,36680,18887,00:06:47,0.31
2022-09-22,32641,20467,00:04:29,0.54
2022-09-23,46069,36443,00:04:33,0.55
2022-09-24,34699,29010,00:07:23,0.5
2022-09-25,28278,10034,00:03:50,0.64
2022-09-26,16415,21291,00:06:26,0.32
2022-09-27,27225,39503,00:03:16,0.6
2022-09-28,33675,38741,00:03:10,0.32
2022-09-29,10594,36907,00:06:39,0.31
2022-09-30,23980,37005,00:04:42,0.48
2022-10-01,25055,19867,00:07:48,0.38
2022-10-02,36045,15495,00:07:32,0.4
2022-10-03,19390,8124,00:06:17,0.6
2022-10-04,41282,12448,00:07:37,0.51
2022-10-05,35134,8027,00:07:20,0.41
2022-10-06,26216,10589,00:05:36,0.59
2022-10-07,15091,22933,00:07:27,0.55
2022-10-08,38796,8450,00:03:11,0.68
2022-10-09,24952,23991,00:05:58,0.61
2022-10-10,34525,38051,00:03:56,0.46
2022-10-11,31115,19542,00:07:23,0.38
2022-10-12,27908,37860,00:05:46,0.62
2022-10-13,37004,32428,00:04:22,0.63
2022-10-14,34354,16654,00:06:32,0.41
2022-10-15,28964,12334,00:03:40,0.49
2022-10-16,26034,24009,00:07:53,0.52
2022-10-17,43292,37903,00:05:27,0.35
2022-10-18,36977,35529,00:05:59,0.31
2022-10-19,37750,34581,00:03:53,0.32
2022-10-20,23698,13852,00:03:23,0.46
2022-10-21,47239,28059,00:05:55,0.63
2022-10-22,17733,28750,00:05:21,0.36
2022-10-23,36746,36145,00:07:23,0.53
2022-10-24,18806,23307,00:05:35,0.44
2022-10-25,28975,30228,00:05:49,0.46
2022-10-26,23398,21737,00:04:42,0.32
2022-10-27,38814,23571,00:05:48,0.65
2022-10-28,22678,33411,00:03:13,0.39
2022-10-29,28093,17949,00:07:34,0.64
2022-10-30,15696,8926,00:03:36,0.5
2022-10-31,41753,22308,00:07:10,0.53
2022-11-01,42655,21074,00:05:14,0.45
2022-11-02,13697,38705,00:06:16,0.62
2022-11-03,23670,20470,00:07:53,0.52
2022-11-04,41590,19290,00:03:16,0.46
2022-11-05,24801,27765,00:03:43,0.32
2022-11-06,26003,34871,00:04:57,0.33
2022-11-07,23646,34062,00:06:11,0.31
2022-11-08,12281,36122,00:07:33,0.46
2022-11-09,24900,36034,00:06:20,0.43
2022-11-10,25906,26207,00:06:34,0.59
2022-11-11,32408,32427,00:05:43,0.37
2022-11-12,24589,35264,00:05:54,0.52
2022-11-13,20812,20165,00:06:34,0.61
2022-11-14,23549,27116,00:07:43,0.65
2022-11-15,42243,11419,00:06:15,0.55
2022-11-16,39586,9679,00:04:19,0.67
2022-11-17,39074,38809,00:07:44,0.49
2022-11-18,19122,28661,00:06:33,0.65
2022-11-19,18792,29400,00:03:25,0.36
2022-11-20,45934,16169,00:05:52,0.47
2022-11-21,48842,13752,00:04:42,0.37
2022-11-22,29683,17314,00:07:33,0.52
2022-11-23,15554,20195,00:05:51,0.37
2022-11-24,15942,20153,00:06:53,0.61
2022-11-25,47493,21064,00:06:32,0.57
2022-11-26,23106,19652,00:07:16,0.6
2022-11-27,25395,9667,00:04:28,0.35
2022-11-28,18005,34178,00:05:16,0.58
2022-11-29,31773,36557,00:04:43,0.67
2022-11-30,12233,21983,00:06:10,0.68
2022-12-01,16024,25431,00:05:19,0.39
2022-12-02,20088,35109,00:07:37,0.64
2022-12-03,32140,30355,00:03:47,0.65
2022-12-04,15686,30292,00:04:54,0.48
2022-12-05,17061,21271,00:05:20,0.51
2022-12-06,30062,36318,00:06:54,0.38
2022-12-07,21117,20744,00:06:38,0.51
2022-12-08,24019,17567,00:06:47,0.31
2022-12-09,37643,12599,00:05:55,0.44
2022-12-10,18497,18151,00:05:49,0.48
2022-12-11,29804,39923,00:04:17,0.44
2022-12-12,26123,21981,00:04:53,0.54
2022-12-13,19387,29171,00:06:46,0.43
2022-12-14,42484,20589,00:03:35,0.34
2022-12-15,29888,36249,00:03:52,0.33
2022-12-16,10475,36923,00:05:23,0.59
2022-12-17,19784,28273,00:03:14,0.6
2022-12-18,40331,33789,00:07:20,0.64
2022-12-19,43952,31222,00:05:17,0.37
2022-12-20,28254,18760,00:05:54,0.39
2022-12-21,32705,23211,00:04:36,0.3
2022-12-22,19152,28660,00:05:32,0.41
2022-12-23,27714,23076,00:06:16,0.5
2022-12-24,20086,38888,00:04:42,0.43
